rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
37,spotify:track:6zFpImDYig0CQhLL2NIfyN,"AgroPlay, Ana Castela",Nosso Quadro,AgroPlay,1,35,51,3013077,173698
38,spotify:track:3OirlIOGwFgwcQgVru6IUG,Juliette,Sai Da Frente,Virgin Music Label And Artist Services (S&D),38,39,15,2908354,167445
39,spotify:track:1CtcgU1q0BgJN4Aottdscu,"Anitta, DENNIS, PEDRO SAMPAIO",Joga Pra Lua,Republic Records,39,44,6,2870188,125108
40,spotify:track:1ZtgnRr4uKMOoCzP4vnQDl,Hugo & Guilherme,Vazou Na Braquiara - Ao Vivo,Som Livre,40,-1,1,2827331,164240
41,spotify:track:6rpUGV7bcWW9ro65Bf8uYY,"Israel & Rodolffo, Mc Don Juan, João Gomes",Eu Não Dou Conta - Ao Vivo,Som Livre,23,47,18,2808810,169559
42,spotify:track:4hKLzFvNwHF6dPosGT30ed,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",Novo Balanço,Supernova Entertainment Under Exclusive License to UnitedMasters,2,40,36,2765323,140322
43,spotify:track:53PpijFATt35Zxfl6LTxoK,Marília Mendonça,Leão,Som Livre,1,42,59,2725678,166774
44,spotify:track:1kWcd9h9HoeXsKaDVhSOtj,"Sorriso Maroto, Ferrugem",Ela - Ao Vivo,Sony Music Entertainment,44,50,19,2719886,196988
45,spotify:track:2QxL3wAJnwOOmygY4VX0My,"Diego & Victor Hugo, Guilherme & Benuto",Vestido Curto - Ao Vivo,Sony Music Entertainment,37,46,5,2631276,151976
46,spotify:track:7CD4Y7E3KMf6iCp0ilx8Wo,"Gusttavo Lima, Matheus & Kauan",Mala dos Porta-Mala - Ao Vivo,Sony Music Entertainment,8,31,28,2628438,153237
47,spotify:track:54u86CmMqGI1rRuULlTqaB,Felipe Amorim,Toca o Trompete,One Play,2,51,27,2590057,163200
48,spotify:track:0redQHBfejmPUhonR5ppGC,"Guilherme & Benuto, Ana Castela, Adriano Rhod",Duas Três,Sony Music Entertainment,8,41,50,2568562,156942
49,spotify:track:4xAGuRRKOgoaZbMGdmTD3N,Zé Neto & Cristiano,Oi Balde - Ao Vivo,Som Livre,3,57,49,2544851,159158
50,spotify:track:6zdL0aLZs6g61SPGrlMvrM,"DJ JOÃO PEREIRA, MC Koringa",DANÇA PRA ME PROVOCAR,DJ JOÃO PEREIRA x MC Koringa,50,62,8,2535046,
51,spotify:track:6drlqBh6BeYZinmYQ9qR2n,Rogerinho,Furduncinho do Rogerinho,Rogerinho,19,58,22,2514177,179701
52,spotify:track:3S8M3mZGIc10IdtmNTsrjQ,"Traia Véia, Murilo Huff",Eu Não Previ - Ao Vivo em Goiânia,Show Mix.,9,33,25,2496896,134932
53,spotify:track:5DcysyjaPrLzXgDauvzvn6,"George Henrique & Rodrigo, Guilherme & Benuto",Beijo Equivocado,Worldshow Promoções e Eventos,53,55,18,2458258,156377
54,spotify:track:3ZNjlT5zR0jkEVzSSZCQeJ,"DJ WN, MC Hariel, MC Ryan SP, MC Paulin da Capital, Mc Lipi, MC Vinny, Gabb MC, Mc Kadu, Mc Daniel, MC GH do 7, NOG, Love Funk",Ritmista 1.0,Love Funk,54,81,3,2377927,615810
55,spotify:track:3PH1nUysW7ybo3Yu8sqlPN,"Israel & Rodolffo, Mari Fernandez",Seu Brilho Sumiu - Ao Vivo,Som Livre,2,52,47,2359658,168840
56,spotify:track:1Vy9Wn5sbiduZKBqBlH3Mc,"Vulgo FK, MC PH, Veigh, Pedro Lotto, Fepache",Ballena,Som Livre,3,56,28,2304952,200000
57,spotify:track:4zNy0cxc4p36OLdPr0sI6h,"DJ Arana, MC Maneirinho, Mc Luan, MC Tigrão, Mc Barbie",MONTAGEM ANOS 2000,Love Fluxos,10,53,19,2176416,178080
58,spotify:track:4F3XVx6fmZvWLBqmBG1gxg,"DJ Jeeh FDC, Mc Topre",Subindo e Descendo,Love Funk Records,58,65,6,2148848,192000
59,spotify:track:7gaA3wERFkFkgivjwbSvkG,Ariana Grande,"yes, and?",Republic Records,16,16,2,2141951,214994
60,spotify:track:7lTVXJfNK4xaJSUXCUac6a,"Felipe Amorim, Mc Mika",Fode Bem,One Play,7,64,26,2107289,136615
61,spotify:track:4KGyltc1ugN2WFcjkSPHwh,"Matheus & Kauan, Mari Fernandez",Não Vitalício (Nunca Mais) - Ao Vivo,Universal Music Ltda.,7,61,51,2032580,169835
62,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,62,73,7,2010404,244684
63,spotify:track:4VI4yOAb7fWrFCnuGBIaeG,MC Cabelinho,carta aberta,Bairro 13,46,67,8,1970267,262258
64,spotify:track:54FV2rMVwLusAVnzROB0c1,"Orochi, Caio Luccas, Pedro Lotto, Mainstreet, Galdino, Ribb",Mesma História,Mainstreet Records,56,69,15,1968037,163636
65,spotify:track:4v7UrPWZL4FJWeL5ZWQ62E,Henrique & Juliano,Seu Erro (Ao Vivo Em Nova Iorque) (2022),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",43,68,14,1927773,192437
66,spotify:track:4uLzGOlqSanpNS3htaUViY,Zé Neto & Cristiano,Pátio do Posto - Ao Vivo,Som Livre,19,70,44,1900717,178547
67,spotify:track:1i2kguziI3ZbUZnZMKNhQ2,"Mc IG, DJ Jorgin",400K,GR6 Music,67,83,7,1881759,163500
68,spotify:track:2mTDU1bt4qVWRfa2epCrk9,"Gusttavo Lima, Hugo & Guilherme",Torce o Olho - Ao Vivo,Sony Music Entertainment,18,24,10,1878304,167551
69,spotify:track:05WVKTdZhlIMX4qqMLuo0f,"Peso Pluma, Anitta",BELLAKEO,Double P Records,44,59,7,1870222,197333
70,spotify:track:6CQWmtVuHcGGdWLfcpOpbp,"L7NNON, Veigh, Nagalli",Foto da Unha,HHR Records,70,78,6,1863706,199680
71,spotify:track:4sAoshwHCmh4IHMQxZHwRD,"TR, Mc Menor RV, Tropa da W&S",Baby Eu Tava na Rua da Água,WMD,71,-1,1,1851587,115846
72,spotify:track:2pidGuLSSVZPcbzE5QA1Ux,Hugo & Guilherme,Elevador - Ao Vivo,Som Livre,35,84,33,1844310,155767
73,spotify:track:6qYTjIEgne0leltNnvpSIM,"Luan Pereira, Hugo & Guilherme",CHEIRO NA CAMISETA,Som Livre,27,71,11,1829457,155706
74,spotify:track:1kolqJR4ZYYfuZy7v5GwBx,"Pineapple StormTv, Salve Malak, Mc Poze do Rodo, Luiz Lins, MC Hariel, Azzy, JayA Luuck, Oruam, Slipmami, MC Cabelinho, Chefin",Poesia Acústica 15,Pineapple Storm,66,66,5,1815432,680816
75,spotify:track:60foquI0jndvp1YJEJrU0A,Wesley Gonzaga,Mega a Cura Antidepressiva,Dj Wesley Gonzaga,75,88,8,1807117,140307
76,spotify:track:7r8yMaSOy4XmuhRz7iv1gi,Henrique & Juliano,Traumatizei (Ao Vivo Em Brasília),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",6,80,51,1787959,172005
77,spotify:track:0GTUqRzwAacEI5Pll8YlBA,"Israel & Rodolffo, Hugo & Guilherme",Amor Não Dá Em Copo - Ao Vivo,Som Livre,53,72,13,1777952,169297
78,spotify:track:735MbOmMNSTMmPVrY51LBh,Ana Castela,Aqui Tem Alguém - Ao Vivo,AgroPlay,60,76,13,1768986,168572
79,spotify:track:5niYBuEDe07PWTkAWC1HnZ,Pabllo Vittar,Pede Pra Eu Ficar (Listen To Your Heart),Sony Music Entertainment,79,-1,1,1748250,192421
80,spotify:track:7z2hqtAyf6FR39ZZmVkvcO,"DJ RENAN DA BL, Dj Jl Do Tp, Mc Pretchako, Mc Menor Thalis",Eu Vou Cair na Noite,Belo Music Produtora,80,94,13,1732730,125422
81,spotify:track:4D25RP3yiJWfW9utK9dMyv,"Rayane & Rafaela, Henrique & Juliano",Ali Te Ama - Ao Vivo,Henrique e Juliano oficial,66,74,13,1721108,168792
82,spotify:track:6hu4HvpNzrW2RIEEAZC3vD,"KayBlack, Marquinho no Beat, Wall Hein",Segredo,WM Brazil,19,96,43,1719267,104145
83,spotify:track:1GOS5OIo4KywJF7Fw9QR4E,NATTAN,A Gente Se Entrega,Feeling,82,92,8,1712576,163892
84,spotify:track:3PLdcrfVesYKyTpS1EXsxO,Dilsinho,Diferentão - Ao Vivo,Sony Music Entertainment,77,85,29,1701909,163038
85,spotify:track:7sopDXkuzXtHt8AQpdBxmT,Ana Castela,DONA DE MIM,AgroPlay,13,87,57,1700968,145091
86,spotify:track:1dNaW9Zy3lSgwylHwR75Ro,"DJ Maninho, Dj Dudu, MC Teteu, Mc Gw",Mega Funk Lost,S&R Editora,64,90,13,1681584,161284
87,spotify:track:1bjvTcHiftBtqeK6Y2Mh8H,"Oruam, WIU, Chris MC, Mainstreet",Para de Mentir,Mainstreet Records,87,112,10,1671212,254142
88,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,48,89,17,1663248,131872
89,spotify:track:62W2f0QOg20ufNjJQHqnkq,"Mc IG, MC Ryan SP, MC PH, DJ Glenner, DJ Oreia, Gabb MC, MC Bruno MS, MC GP, MC Rhamon, Mc Dena, TrapLaudo",Fernando de Noronha,WM Brazil,30,77,21,1655675,510697
90,spotify:track:3vCH7bgO37Cx4dOIUlX9sv,LUDMILLA,Maliciosa - Ao Vivo,SEM QUERER MUSIC,90,-1,1,1653253,167027
91,spotify:track:3hfCle1QRfbwIpQ1B746lV,"MC Saci, Complexo dos Hits, DJ Sammer, Mc Pretchako",Aquariano Nato,eumcsaci,65,111,17,1641675,116307
92,spotify:track:4wjDiZGsZYQqKkXyPcQGF6,"MC K.K, Love Funk, LeoZera",Agudo Mágico 4,Love Funk,35,91,18,1633717,190100
93,spotify:track:1KEhkxdCRb1k8UDHqACgNY,"Lauana Prado, Guilherme & Benuto",Desandei - Ao Vivo,Universal Music Ltda.,41,82,39,1626813,143372
94,spotify:track:5XHlXhyvkzl9rEJxKZKQlH,"Luan Pereira, Gustavo Mioto",MOLETOM,Som Livre,9,93,30,1620665,207343
95,spotify:track:5vyu6cCIflFAmGZwnjyrq7,"Tz da Coronel, MC Ryan SP, KayBlack, Dj Murillo e LT no Beat, Cúpula",Ela joga no 7,Cúpula,92,105,10,1604444,200039
96,spotify:track:7Iq55toOSSBCEoGuXxQSa1,"Mc Danone, DJ THG, Dj Hm Oliveira, A2M PRODUTORA",Vem Quebrando,A2M Produtora,39,103,22,1603316,148615
97,spotify:track:35maTj8W95AXmqVKBVFEok,"Bruno Cesar e Rodrigo, Zé Neto & Cristiano",Estado Civil - Ao Vivo,Som Livre,97,-1,1,1588467,172538
98,spotify:track:5asabafNzfAzjUecDvuNES,Henrique & Juliano,Aquela Pessoa (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",39,121,104,1577759,166838
99,spotify:track:4ldcxPVAtih8alepJTu8Hx,"Mc IG, DJ WN","Faz Completo, Chefe",WM Brazil,25,100,24,1536234,127228
100,spotify:track:7rII7hWYrJwU4MoVHmRsdY,"DJ DIDI, Dj Rayan, Mc Fopi",Vem de flecha,DJ DIDI,100,161,2,1526727,179076
101,spotify:track:5v1Fjk1RDKGqxwNOzGDewL,"Zé Felipe, Luan Pereira, DENNIS",Então Vai,Som Livre,18,79,8,1522737,163435
102,spotify:track:6Er9jEdVvBzg7VQpcMtJYJ,"Matheus & Kauan, Luísa Sonza",Não Sirvo - Ao Vivo,Universal Music Ltda (S&D),102,-1,1,1518564,161749
103,spotify:track:1t7hoiam7urTLzzSTHuSDD,Murilo Huff,A Cerveja Abre Sozinha - Ao Vivo,M Show,99,99,2,1516792,147988
104,spotify:track:2uhw2oYbugGJbn10wipNX5,"Mc Livinho, DJ Matt D",Novidade na Área,MBB Diamond,1,102,31,1501649,120014
105,spotify:track:3l5VjEAeUTqrlD50iEo8Yn,"KayBlack, CVSTRO, Wall Hein, AMUSIK",Licor 43,Elenko Music,64,106,71,1498927,142470
106,spotify:track:2BlFIe0712LBUtTHxbqjme,"NATTAN, Felipe Amorim",Love Gostosinho - Ao Vivo,Vybbe,12,109,54,1492696,163833
107,spotify:track:1c09NxroPI9EagoquMbN8r,"MC PH, Murillo e LT no Beat, Solanno, 011Frank",Os Menino Tá Com o Pacote,GR6 Music,107,130,5,1478293,183529
108,spotify:track:156LKAN2oh16qflL5oz4tO,MC PH,Os Bico Tão Se Perguntando (Let’s Go 3),GR6 Music,11,108,42,1474766,177551
109,spotify:track:4WXVqLSRHF4ypdiBngbcqU,"Dj GM, Mc Paiva ZS, Triz, MC Paulin da Capital, Mc Lipi, Mc Lele JP, MC Ryan SP, Gabb MC, Mc Daniel, MC Cebezinho, MC GH do 7, MC Marks, Mc Negão Original, GREGO",Set Dj Gm 6.0,Love Funk,109,128,3,1472487,624000
110,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,55,110,35,1459920,178426
111,spotify:track:4e1NqsPJixICKE4xB6nZQq,Pedrinha Moraes,Pi Po Po Po Ro Po,Pedrinha Moraes,111,149,2,1445486,174680
112,spotify:track:39xOREhViooEYFpmnKTdrl,"Veigh, Tz da Coronel, Toledo, Nagalli, Bvga Beatz, Supernova Ent",Engana Dizendo Que Ama,Supernova Entertainment Under Exclusive License to UnitedMasters,11,116,36,1436877,188497
113,spotify:track:3ybvcngBWfJ5YAU8PLYIVy,"Felipe Amorim, Ya Malb",Sem Lovezinho,One Play,113,132,3,1434418,165230
114,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,96,136,72,1412350,183956
115,spotify:track:1Od9NokLPxoWIZKIbImt6P,"Mc IG, DJ Oreia",Ninguém Tá Puro,GR6 Music,106,113,19,1412289,87804
116,spotify:track:1lCwNTcAWUyeA210RpLCzd,Lauana Prado,Coração Sertanejo / Onde Haja Sol - Ao Vivo,Universal Music Ltda.,116,124,6,1407140,269733
117,spotify:track:0zxWyvrKyz031tFfBnkYLr,Henrique & Juliano,Como É Que A Gente Fica (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",23,143,62,1405671,163913
118,spotify:track:73JPdTnb4dCuZf33K3xlG0,"Rionegro & Solimões, Luan Pereira",Cowboy Chora - Ao Vivo,Rionegro e Solimões,118,190,6,1398851,168330
119,spotify:track:2LTlykcdu0gwb7zcKneo2a,"KayBlack, Baco Exu do Blues, Marquinho no Beat",Melhor Só,WM Brazil,3,133,43,1383016,229326
120,spotify:track:52eIcoLUM25zbQupAZYoFh,21 Savage,redrum,"Slaughter Gang, LLC/Epic Records",120,174,2,1375768,270697
121,spotify:track:56JVZMurnXPoy1HbB4dcNV,"Manu, Mari Fernandez",Abismo,manuoficial,104,104,12,1373457,207161
122,spotify:track:6LSza8vBsCd7xLk13cYhIv,MC PH,Jovens Milionários (Let's Go 2),GR6 Music,78,119,21,1364417,191320
123,spotify:track:4dHMuSjpkUcWW3zZehOFj7,Maiara & Maraisa,Narcisista - Ao Vivo,Som Livre,27,117,28,1362128,211200
124,spotify:track:0AXfTPzrAMfHchWf2aOVfA,Lauana Prado,Whisky Vagabund0 - Ao Vivo,Universal Music Ltda.,106,137,14,1361924,153069
125,spotify:track:4AKsSRxe6z6woOAsXr5gVA,"Mc Kevin, MC Hariel, DJ Jorgin",Coração na Geladeira 2,WMD,73,122,28,1353920,144000
126,spotify:track:1LnGVaVSD2a4nKRL3kcIvu,"Kelvin e Gustavo, Traia Véia",Espuma Gelada - Ao vivo,Golfão Records,126,-1,1,1353231,139616
127,spotify:track:06WkQibI8OhOLjDxIRKu5B,"Sorriso Maroto, LUDMILLA, Belo",Ainda Gosto de Você / Já Era - Ao Vivo,Sony Music Entertainment,109,123,13,1348063,345053
128,spotify:track:7McCAKExE8KsI2q4Y8wx4U,"Murilo Huff, Marília Mendonça",Dois Enganados,M Show,49,142,78,1345971,172751
129,spotify:track:0SCMVUZ21uYYB8cc0ScfbV,"Israel & Rodolffo, Ana Castela",Bombonzinho - Ao Vivo,Som Livre,1,114,64,1344694,154701
130,spotify:track:6ELMBm3lZFitAZp03GBBNG,Gabriela Rocha,Me Atraiu - Ao Vivo,Onimusic,75,140,49,1341241,503635
131,spotify:track:3pLyNmLlw6uRrKaNwMnXOR,Josué Bom de Faixa,Não Precisa Negar,PAX MUSIC,101,115,5,1334954,146309
132,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,10,151,95,1321564,167303
133,spotify:track:1MeaXiIiI0MCIirQhkxQR6,"Michel Teló, Thiaguinho",Meu Hobby - Ao Vivo,Virgin Music Label And Artist Services (S&D),49,49,9,1317868,174549
134,spotify:track:07DskqQ1NbTiotX1WIV7ob,Flora Matos,Piloto,Flora Matos,7,118,19,1315114,197538
135,spotify:track:15nTZqWfpXZk9Xh043Ognh,Léo Santana,Posturado E Calmo,Universal Music Ltda.,29,160,24,1310146,187562
136,spotify:track:26l5FAEVr9cfaILS0szvvt,"AgroPlay, Luan Pereira",Silverado (AgroPlay Verão),AgroPlay,136,-1,1,1305794,162194
137,spotify:track:2DyuHPs5w0HXuzzusnoMYa,Fernando & Sorocaba,Deixa Eu Amar Você,FS Studio,58,63,11,1305567,191833
138,spotify:track:0U9CZWq6umZsN432nh3WWT,"Mc Pedrinho, DJ 900","Gol Bolinha, Gol Quadrado 2",GR6 Music,3,139,33,1298280,117293
139,spotify:track:0OBv4CEP5FKS19ZQGHAUM6,"Mc Paiva ZS, DJ Ak beats, Love Funk",Fala na Cara,Love Funk,139,159,4,1285023,171707
140,spotify:track:1Z3QqD45wKKN6fUKBXSvcZ,"Diego & Victor Hugo, Luan Pereira",Pirulito Vermelho,Sony Music Entertainment,27,86,32,1282654,152085
141,spotify:track:7Cf2Hsy3cPlA4e115tElXv,Henrique & Juliano,Liberdade Provisória (Live - Ibirapuera / 2019),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,197,96,1281729,186379
142,spotify:track:4pWsXhLUdtBKlw9npIXZAl,Kadu Martins,Halls na Língua,Kadu Martins,9,134,36,1279086,192320
143,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,143,156,6,1276123,137773
144,spotify:track:3Kd5In3fCBdoPBob7QG0gh,"Kelvin e Gustavo, Ícaro e Gilmar",Revezamento de Cama - Ao Vivo,2023 Golfão Records,54,54,7,1270330,143955
145,spotify:track:6e5byyKtx6R0h66gagelPe,"Gustavo Mioto, Mc Don Juan",Quando Apaga A Luz - Ao Vivo,Universal Music Ltda.,13,125,53,1264878,144298
146,spotify:track:758BVp2SU3uGru062K5cju,Ana Castela,Alerta de Golpe - Ao Vivo,AgroPlay,55,138,15,1262782,142062
147,spotify:track:7blC5LzebSn2A64Kn4XXMP,Luan Santana,AMBIENTE ERRADO - Ao Vivo,Sony Music Entertainment,29,127,25,1257825,144307
148,spotify:track:5HlcsBdjb5TiZeZ3ngWRv0,"Raí Saia Rodada, João Gomes",5 Da Manhã - Ao Vivo,Som Livre,92,154,18,1257500,147116
149,spotify:track:5ZkwwBa9DlwuUFbXwrLeXF,Guilherme & Benuto,Poeirão - Ao Vivo,Sony Music Entertainment,83,171,11,1257172,162327
150,spotify:track:181TYnNi3wNGrdsCykmI4A,Luísa Sonza,A Dona Aranha,Sony Music Entertainment,15,162,22,1250327,124455
151,spotify:track:0IONUqI3sz1im0jzmyfOgz,"Márcia Fellipe, Kamisa 10",Boca Rueira - Ao Vivo,Marcia Fellipe,83,101,6,1249463,124391
152,spotify:track:27ECP9NCzTAoTpxXNePZuS,"Mc Paiva ZS, Love Funk, DJ Ak beats",01 Não É 02,Love Funk,74,166,31,1248476,128503
153,spotify:track:3Av0UfVtu9eT3GVyfVyphA,"Júlia & Rafaela, Hugo & Guilherme",Besteira Feita - Ao Vivo,AgroPlay,153,-1,1,1242882,
154,spotify:track:0tBgLNgCmRTmqrydcFfQjt,"Pedro Paulo & Alex, Ana Castela",Ia Dar Bom,Artinvox,78,141,34,1242849,168673
155,spotify:track:0D2BtpuZbS42zp2MbFRBMk,"Kamisa 10, Mc Daniel",Sentada Malvada - Ao Vivo,WM Brazil,155,157,2,1242038,151828
156,spotify:track:1U3tv41tFRgOfbytpuYQrR,Zé Neto & Cristiano,Ferida Curada,Som Livre,6,-1,68,1230978,159164
157,spotify:track:5mmxylfcIlTaTftZwIIj3W,Henrique & Juliano,Você Vai Ser Fiel (Ao Vivo Em Nova Iorque) (2022),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",85,181,8,1227931,164201
158,spotify:track:7IPEkUJsnWYNyBkK2i2FPj,Hugo & Guilherme,Mágica - Ao Vivo,Som Livre,11,144,43,1227807,171730
159,spotify:track:5NYqvfrt7W4mUMX3FpNO0v,"MC PH, Solanno, Mc IG, Murillo e LT no Beat",Tipo IG,GR6 Music,124,152,4,1226132,146823
160,spotify:track:7nFvKgVumc9FcU97zGjjei,WIU,Coração de Gelo,Sony Music Entertainment,4,164,60,1204732,168000
161,spotify:track:3ktTWpYdXrYApH54cBo4Ap,"Matuê, Rich The Kid",Conexões de Máfia (feat. Rich The Kid),Sony Music Entertainment,1,163,39,1202296,221538
162,spotify:track:6S44vghJxOzBM2dwG10KBR,Luan Santana,MULHER SEGURA - Ao Vivo,Sony Music Entertainment,24,146,19,1194229,190293
